מספר מאגר,זיהוי בעל המאגר- תאגיד,שם בעל מאגר,שם המאגר,ישוב,רחוב,בית,ת.ד.,מיקוד,שרותי דיוור,סטטוס מאגר,תאריך המאגר
628743,520037094,"מרכז רפואי תל-אביב ע""ש אליאס סוראסקי",נתוני חולים עם גידולי מוח,תל אביב - יפו,ויצמן,6,,6423906,,מאושר,12/7/2009
628889,312124,שילה,"בי""ס שילה-פרדס חנה",פרדס חנה-כרכור      ,,.,1073,3711001,,מאושר,11/21/2002
629024,530043611,קסלמן וקסלמן,דוחות מס ליחידים,תל אביב,המרד,25,0,6812508,,מאושר,7/25/2001
629077,512274606,"פ.ש. מורותום פיתוח שיווקי בע""מ",ללא שם,נתניה,דורי יעקב,4,,4246398,כן,מאושר,12/23/2001
629275,61199,שירותי בריאות כללית,מרפאת נס ציונה ביאליק מחוז מרכז,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,4/20/2006
629351,540072378,פאהן קנה ושות',עובדים,תל אביב,דרך פתח תקווה,23,0,66184,,מאושר,7/25/2001
629497,512897216,"נוקיה סולושינס ונטוורקס ישראל בע""מ",ניהול משכורות ותמריצים,הוד השרון,הנגר,8,,4501309,,מאושר,11/21/2002
629635,520042821,"צ'ק פוינט טכנולוגיות תוכנה בע""מ",לקוחות החברה,תל אביב,הסוללים,5,0,6789705,,מאושר,2/20/2002
629932,511228629,"רשת מלונות אטלס בע""מ",אורחים מלון ארט,תל אביב - יפו,הירקון,287,,6350423,,מאושר,12/23/2002
629985,580158921,"המכון ללימודי השואה ע""ש חדוה אייבשיץ -חיפה",הנהלת חשבונות כולל משכורות,חיפה,התיכון,39,9288,3229203,,מאושר,3/30/2006
630121,580368942,"בית החולים הוטרינרי האוניברסיטאי מיסודה של האוניברסיטה העברית בירושלים (ע""ר)","מערכת שכר- ביה""ח הוטרינרי האוניברסיטאי",רחובות              ,,,12,7610001,,מאושר,5/31/2006
630206,512963562,"גולד מיינד לימודים בע""מ",מאגר משתמשי HOTMAILישראל,נתניה,המחשב,8,8656,4250718,כן,מאושר,5/31/2006
630916,513656488,"דיסקונט למשכנתאות לבית סוכנות לביטוח (2005) בע""מ",מאגר מבוטחים,תל-אביב,יהודה הלוי,23,,,כן,מאושר,6/8/2006
631042,61199,שירותי בריאות כללית,חסון עובדים,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,3/10/2005
631141,580344109,"מכון טכנולוגי חולון - מ.ט.ח (ע""ר)","מערכת ""משאב"" (מערכת שכר)",חולון,גולומב,52,305,5810201,,מאושר,12/23/2002
631302,61199,שירותי בריאות כללית,"מרפאת בריאות האשה כ""ס במחוז שו""ש-שרותי ב",תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,12/7/2009
631349,510520844,פדקו ישראל בעמ,כח אדם פרטי עובד,הרצליה,,,2028,4612001,,מאושר,7/1/2001
631455,513705699,"רשת עמל 1 בע""מ (חל""צ)",כספים,תל אביב - יפו,,,24104,6124002,,מאושר,12/20/2001
631478,440990,אולפנאת זבולון,מצב תלמידים ומצב מועסקים אולפנת זבולון ר,ראש העין,החמישה,51,,4803051,,מאושר,12/23/2002
631630,510528276,"מיטב דש טרייד בע""מ",לקוחות החברה,תל אביב - יפו,ברקוביץ,4,,6423806,כן,מאושר,1/17/2005
631769,513705699,"רשת עמל 1 בע""מ (חל""צ)",כח אדם,תל אביב - יפו,,,24104,6124002,,מאושר,12/20/2001
632254,513630426,"מרכז רפואי סיאם 2005 בע""מ","מרכז רפואי סיאם 2005בע""מ",ירושלים,אלמותנבי,19,17334,91173,,מאושר,12/7/2009
632330,520042623,"מג'יקג'ק ווקלטק  בע""מ",מערכות ניהול אופציות.,ירושלים,הרטום,19,,9777518,,מותלה חוב,NULL
632796,513458273,"ספארק נטוורקס (ישראל) בע""מ",קופידון,הרצליה,ספיר,1,,4685205,כן,מאושר,6/19/2001
632871,513409110,"רנישו (ישראל) בע""מ",מאגר לקוחות,רמת גן,בדנר,5,,5254223,,מותלה חוב,NULL
633207,513469510,"לייף און קי ישראל בע""מ","גולובל מדיקל נטוורקס בע""מ",הרצליה              ,משכית,8,4105,4614002,,מאושר,5/7/2006
633528,511402562,"פוליכד תעשיות (1989) בע""מ",תיקי עובדים,קבוץ שפיים,קיבוץ שפיים,999,0,60990,,מאושר,6/17/2001
633595,500106265,"משרד הבריאות/מ""ר תל-השומר)שיבה(",אופק,רמת גן,דרך לוד,0,,,,מאושר,12/7/2009
633756,511009342,"היולט-פקרד (ישראל) בע""מ","מאגר חישובי שכר-סאיטקס וויזן בע""מ",רעננה,דפנה,9,,4366223,,מאושר,5/31/2006
633961,513592253,"אפוס - טכנולוגיות רפואה וספורט בע""מ",אפוס,הרצליה,שד אבא אבן,1,,4672519,,מאושר,12/9/2009
634171,511228629,"רשת מלונות אטלס בע""מ",אורחים - מלון טל,תל אביב - יפו,הירקון,287,,6350423,,מאושר,12/23/2002
634287,557750346,טוהר תווך מתקדם למשק הבית,טוהר - עובדים ומעסיקים,רמת גן,המעפיל,2,,5256702,,מאושר,5/28/2006
634623,511935389,"פונטיק סיסטמס בע""מ",נתוני עובדים,הוד השרון,,,7227,4524075,,מאושר,7/25/2001
634799,510850399,"קונרס טכנולוגיות בע""מ",ללא שם,תל אביב,הארבעה,21,0,6473921,,מאושר,7/4/2001
634920,500106406,משרד הרווחה/המשרד הראשי,ועד חריגים מחוז תל אביב,ירושלים,בנק ישראל,5,,9195021,,מאושר,4/24/2006
635026,61199,שירותי בריאות כללית,ק .צרעה,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,6/8/2006
635132,512604406,"קורנינג אופטיקל קומיוניקיישנס ווירלס בע""מ ",נתוני עובדים,קריית שדה התעופה,,,18,7019900,,מאושר,7/4/2001
635254,414797,שדות איילון,"ביה""ס שדות",בית חשמונאי         ,,,2,9978900,,מאושר,11/21/2002
635551,510811524,"בייטמן הנדסה בע""מ",עוצמה מאגר שכר,יוקנעם עילית,התנופה,13,15,20692,,מאושר,5/16/2013
635606,510642994,"מלון קיסר (טבריה) בע""מ",ספא מלון קיסר טבריה,ירושלים,,,2201,9102102,כן,מותלה חוב,NULL
635759,0,,"מרפאה עצמאית ד""ר מויאשוילי שוחט באזור (י",,,,,,,מותלה חוב,NULL
635940,61199,שירותי בריאות כללית,"פארם חולון-מחוז ת""א שירותי בריאות כללית",תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,2/19/2002
636152,511236515,"תמורה סוכנות לביטוח (1987) בע""מ",תמורה סוכנות לביטוח-מאגר מסמכים,הוד השרון           ,החרש,4,77,4510002,,מאושר,12/7/2009
636274,514570,"ת""ת אהלי אברהם","מרכז רוחני ""אהלי אברהם""",בני ברק,אביעד,5,1433,5124309,,מאושר,4/30/2006
636373,510916778,"הבורסה לתכשיטים (1982) בע""מ",מעמדו האישי של לקוח מין תאריך הולדת תארי,תל אביב - יפו,דרך בגין,23,,6618356,כן,מותלה חוב,NULL
636818,510844566,"פח תעש אשקלון בע""מ",משכורות החתעש,אשקלון,חוצות היוצר,17,171,7878540,,מאושר,7/4/2001
637401,512763921,"פי-קיוב בע""מ",מאגר משאבי אנוש,נתניה,המלאכה,32,,4250567,,מותלה חוב,NULL
637782,550203681,"מבטח רום סוכנות לביטוח , שותפות מוגבלת",מאגר מידע ביטוח אלמנטרי וחיים,תל-אביב,אחד העם,14,29782,6514211,,מאושר,5/28/2006
637814,512961293,"קומסיין בע""מ ",מאגר תעודות אלקטרוניות בטלות,תל אביב,קרית עתידים,4,58007,6158001,,מאושר,11/26/2002
638026,511167785,"פי. סי. אס. פרמיום קופי סרוויס בע""מ",אינדקס לקוחות,תל אביב - יפו,,,39816,6139702,כן,מאושר,6/19/2001
638330,520033986,"הראל השקעות בביטוח ושירותים פיננסים בע""מ",הראל עובדים,רמת גן,דרך אבא הלל,3,1953,5211802,,מאושר,3/30/2006
638353,500106406,משרד הרווחה/המשרד הראשי,"נוכחות עובדים-מחוז י-ם, רווחה, קרן היסוד",ירושלים,בנק ישראל,5,,9195021,,מאושר,4/24/2006
638598,510369457,"הנסון (ישראל) בע""מ",SAP,רמת גן,,,3540,5213604,,מאושר,7/9/2001
638841,510913841,"ידיעות טכנולוגיות מידע בע""מ",ידיעות טכנולוגיות מידע - .לקוחות,תל אביב,המסגר,12,0,6777661,,מאושר,11/19/2002
638858,512439183,"גני המלך קייטרינג בע""מ ",עוקץ - פיטוסי,נתניה,המעפילים,18,1129,4226452,,מאושר,6/17/2001
638987,511021156,"מכון שלום הרטמן-ישראל (חל""צ)",רישום תלמידי מכון שלום הרטמן,ירושלים,,,8029,9108001,,מאושר,12/23/2002
639244,500106265,"משרד הבריאות/מ""ר תל-השומר)שיבה(",מועדון חברות מועדון יולדות,רמת גן,דרך לוד,0,,,,מאושר,5/28/2006
639931,540205515,מנטה מגזין,מנטה מגזין - לקוחות,תל אביב,מוזס יהודה ונח,2,109,6744246,,מאושר,11/19/2002
640074,520044264,"אינטרנט גולד - קווי זהב בע""מ","עובדי אינטרנט גולד - קווי זהב בע""מ",רמת גן,דב,2,,5250301,,מאושר,12/23/2002
640106,61199,שירותי בריאות כללית,מרפאת לוד צפון מחוז מרכז,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,4/23/2006
640296,513230524,"פינוקט שיווק בגדי ילדים 2002 בע""מ",החברים של פינוקט,ראש העין,עמל,24,,4809267,,מותלה חוב,NULL
640692,520038944,"וריפון ישראל בע""מ",תוכנה להכנת משכורת לעובדי החברה .,ראש העין,עמל,11,0,4809239,,מאושר,2/20/2002
641431,500284005,עירית רחובות,משפטית,רחובות,גלוסקין,5,,7627301,,מאושר,11/19/2002
641491,580082659,האגודה לקידום החינוך לאומנויות בירושלים,תיכון לאומנוית,ירושלים,,,8038,9108001,,מאושר,4/20/2006
641843,511096927,"אס.סי.פי מערכות בע""מ",קובץ משכורות,בני ברק,הירש ברוך,28,,5120222,,מותלה חוב,NULL
641912,510144645,"ניופאן לייף בע""מ","ניופאן לייף בע""מ",ראשון לציון,רוז'נסקי מרדכי,14,,7574518,,מאושר,7/25/2001
642161,500272000,עירית נס ציונה,קובץ תושבים נתונים שונים הקשורים לתושבי,נס ציונה,הבנים,9,,7407109,,מאושר,3/10/2013
642209,511933996,"כפן ה-3 בע""מ",בלוקבסטר,הרצליה,,,12040,46725,כן,מאושר,11/21/2002
642216,512244302,"013 נטוויז'ן בע""מ","נתוני שכר - מל""מ",נתניה,הגביש,10,4060,4214001,,מותלה חוב,NULL
642246,0,,דר' גולדשטיק,,,,,,,מאושר,4/24/2006
642315,510430119,"סרמייטו (2009 ) בע""מ",ללא שם,גן השומרון          ,,,,3882500,,מותלה חוב,NULL
642375,512223660,"פישמן רשתות בע""מ",POWERCARE,ראשון לציון,טוליפמן,7,,7536412,כן,מאושר,7/25/2001
643372,511018608,"פלאצ'י ישראל (1984) בע""מ",עובדים,ת'א,דרך בן צבי,84,0,68104,,מאושר,11/19/2002
643488,512223975,"פלאש נטוורקס בע""מ",תוכנת שכר,הרצליה,,,12624,0,,מאושר,7/8/2001
644431,511086076,"ארדן פרוייקטים (1985) בע""מ","שכ""ע של העובדים",נתניה,הגביש,4,8647,4250704,,מאושר,11/13/2001
644491,511615833,"פלוריס טקסטיל בינלאומי בע""מ",משכורות פלוריס,עפולה,פנקס צבי,26,1114,1855326,,מותלה חוב,NULL
644721,500235700,עירית אריאל,מאגר עצמאי שרות פסיכולוגית,אריאל,יהודה,5,,4070000,,מאושר,12/17/2001
644820,512255167,"מרכז למידה הבית של תמר בע""מ (חל""צ)","מנב""ס",קיבוץ שפיים,.,.,35,60990,,מאושר,5/7/2006
644880,510753551,"סופר-פארם (ישראל) בע""מ",ביג אילת - תרופות המירשם,הרצליה,שנקר אריה,16,,4672516,,מאושר,5/28/2006
644996,512439217,"פליקן סקיוריטי בע""מ",נתוני עובדים,תל אביב,תבואות הארץ,3,0,6954627,,מאושר,10/28/2001
645025,580186856,תלמוד תורה דרך תבונה,מנהלת בית ספרי,ירושלים,הרב אור שרגא,4,23419,0,,מותלה חוב,NULL
645154,500102926,משרד הכלכלה,פקוח על העבודה - אפיק- מחוז באר שבע,ירושלים,בנק ישראל,5,,9195021,,מאושר,4/24/2006
645230,511627895,"מארוול סופטוור סולושנס ישראל בע""מ",חישובית,תל אביב - יפו,קרית עתידים,4,,69710,,מותלה חוב,NULL
645276,0,,ניצן משאבי אנוש,,,,,,,מאושר,5/31/2006
645689,0,,פרטי חולים הניבדקים בתכת CNCKS,,,,,,,מאושר,4/20/2006
645986,511311110,"שר אלקטרוניקה (1988) בע""מ",מאגר שר אלקטרוניקה,בני ברק,הירש ברוך,22,0,5120216,,מאושר,5/7/2006
646151,589931187,אוניברסיטת תל אביב,מאגר כרטיסי עובד/סטודנט באוניברסיטת תל א,תל אביב - יפו       ,,.,3940,,,מותלה חוב,NULL
646824,511386120,"הוט- ט.ל.מ. - טלויזיה למנויים בע""מ",מאגר עובדים,פתח תקווה,הסיבים,25,0,4959383,,מותלה חוב,NULL
647058,0,,"מנב""ס",,,,,,,מאושר,12/23/2002
647127,61199,שירותי בריאות כללית,סופר פארם - פיזאם,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,6/8/2006
647348,512306283,"בטא סופט מערכות ממוחשבות בע""מ",טיקט פון,נתניה               ,גור מרדכי,35,,,כן,מותלה חוב,NULL
647400,500102348,משרד העבודה/המוסד לבטיחות וגיהות,נתוני שכר עובדים המנוהל במערכת חשבים,ירושלים,קפלן,2,,9195016,,מותלה חוב,NULL
647576,512890153,"דפוס ידיעות תקשורת (2000) בע""מ",ללא שם,תל אביב - יפו,,,109,6100002,,מאושר,5/16/2013
647583,512890153,"דפוס ידיעות תקשורת (2000) בע""מ",ללא שם,תל אביב - יפו,,,109,6100002,,מאושר,5/16/2013
647622,61199,שירותי בריאות כללית,הסעות,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,6/8/2006
647744,520001777,חברת חמי טבריה בעמ,מטופלים מרחצאות חמי טבריה,טבריה,,,22,1410001,כן,מאושר,4/20/2006
